Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],,,,,,,,,,,,,,,,,,
Argentina,ARG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,..,..,..,..,..,..,95,..,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,19.2,25.9,32.3,35.8,35.8,37,36.9,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,..,5.8,8.6,11.2,12.9,12.6,13,13.1,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.7,2.7,2.9,3.3,3.4,3.4,3.3,3.2,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,105.392601,106.0531311,106.5444489,101.58181,100.2818069,100.3828964,103.8377914,105.4795303,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,0,0,3.9,3.9,3.9,3.6,..,..,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,36.57587549,..,35.79766537,38.13229572,38.91050584,40.15748031,40.85603113,44.74708171,44.74708171,43.19066148,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Rail lines (total route-km),IS.RRS.TOTL.KM,18097,..,17609,17609,17866,17866,..,..,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Refugee population by country or territory of asylum,SM.POP.REFG,3473,3187,3267,3332,3442,3857,3965,4050,4094,4104,,,,,,,,,,,,,,,,,,
Argentina,ARG,Regulatory Quality: Estimate,RQ.EST,-1.066149592,-0.898022354,-0.347571164,-0.196299896,-0.195977628,-0.4530797,-0.498344272,-0.631172717,-0.697565734,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,7,7,7.3,6.1,6.8,8.8,9.9,8.6,7.7,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Rule of Law: Estimate,RL.EST,-0.866434515,-0.748842359,-0.320517689,-0.238357037,-0.219662562,-0.427303702,-0.487334788,-0.476669818,-0.480682313,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,19.675,..,..,19.246,19.023,19.228,22.328,16.118,15.872,15.028,,,,,,,,,,,,,,,,,,
Argentina,ARG,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,..,..,61.45833333,65.08583333,65.27291667,64.59583333,65.2775,71.56791667,71.77291667,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.3,8.3,8.3,8.9,9.2,8.4,..,..,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,87.020073,87.294176,86.855301,87.388787,87.744382,88.20058,85.499563,85.105289,86.051875,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,77.340021,77.188329,76.650249,77.726762,77.969309,78.412194,76.217396,76.225132,77.204765,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,365636.2677,372415.2067,375694.4541,379420.2746,378187.3624,374523.504,361433.0173,..,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,137.4,137.6,106,106,106,106.3,..,..,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.268,..,..,8.347,9.221,9.843,11.461,8.736,6.805,6.139,,,,,,,,,,,,,,,,,,
Argentina,ARG,Voice and Accountability: Estimate,VA.EST,0.34533906,0.411802024,0.493365467,0.528666615,0.539418399,0.571178675,0.585294366,0.611695528,0.543526769,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,98.86,..,..,99.52,..,..,..,99.32,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Air transport, passengers carried",IS.AIR.PSGR,68123237.67,69779346,72446421,74257326,75667645.03,76850596.72,23346254,24572955,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Compensation of employees (current LCU),GC.XPN.COMP.CN,44434000000,45343000000,47610000000,49819000000,49984000000,53658000000,59698000000,60087000000,61199000000,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,66.9,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Control of Corruption: Estimate,CC.EST,1.849464655,1.841353893,1.772003651,1.752321124,1.767377615,1.788173079,1.632955909,1.707646132,1.764489532,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,0.7,0.7,0.7,0.7,0.7,0.7,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,91.62906647,92.33827209,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.83354282,10.18225861,10.09288597,10.12281322,10.05971909,10.21965981,10.6837368,10.54363918,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,17.23244601,17.3248246,17.42548771,17.42291362,17.42131456,17.42131456,17.42131456,17.42131456,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,93.38683566,89.62563011,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Gini index,SI.POV.GINI,34.4,..,33.7,..,34.3,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Government Effectiveness: Estimate,GE.EST,1.601369858,1.534175038,1.533338904,1.49827075,1.556063771,1.538760424,1.57377553,1.473996282,1.528874636,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.79,3.82,3.84,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,0.803,0.78083396,..,0.770239532,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92,93,94,95,95,95,95,95,94,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,91,93,94,95,95,95,95,95,94,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,95,95,94,94,94,93,93,96,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,84,84.5605,86.54,86.545,90,93.6099,94.6935,94.9886,94.8762,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.487922705,1.508366722,1.276990945,1.948647409,1.911400944,1.610767873,0.846905537,2.863910422,6.594096713,5.597014925,,,,,,,,,,,,,,,,,,
Australia,AUS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.035382845,0.990754227,0.938183173,0.845860834,0.884735038,0.887322994,0.860925459,0.744567483,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Lending interest rate (%),FR.INR.LEND,5.95,5.575,5.420833333,5.2455,5.260833333,5.101,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.3,82.4,82.44878049,82.5,82.74878049,82.9,83.2,83.3,83.2,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,3.810776,..,3.793385,..,3.75,..,..,..,3.7,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,3,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,106.7765212,108.1853261,109.7343698,108.4165835,110.6519296,110.29622,105.231579,104.5172138,107.0312028,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,1.9,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,2.6,..,2,..,2.2,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Net migration,SM.POP.NETM,198120,209466,242184,244875,220307,235860,117929,117929,139991,139991,,,,,,,,,,,,,,,,,,
Australia,AUS,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,17.84737015,17.20188141,16.94656563,16.60431671,16.24427223,14.73396778,14.91264343,13.82497215,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.45,3.505,3.577,3.677,3.747,3.827,4.102,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,27.10551384,26.04666675,24.90420852,24.89358377,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.032191992,0.873180687,1.033424497,0.876146674,0.970811963,0.917313099,0.861676931,0.835315883,0.933572054,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,10.8,11.8,12.7,13.3,12.3,11.9,11.4,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,..,2.8,3.4,3.6,3.8,3.3,3.6,3.4,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,26.1,26,26,26,26,26.1,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,0,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,26,26.66666667,28.66666667,28.66666667,28.66666667,30.46357616,30.46357616,31.12582781,38.41059603,38.41059603,,,,,,,,,,,,,,,,,,
Australia,AUS,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Refugee population by country or territory of asylum,SM.POP.REFG,35565,36917,42187,48480,56934,58529,57411,55606,54430,34502,,,,,,,,,,,,,,,,,,
Australia,AUS,Regulatory Quality: Estimate,RQ.EST,1.857373476,1.777410269,1.885731459,1.922535539,1.896577239,1.864646077,1.813946962,1.831182718,1.894893289,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Rule of Law: Estimate,RL.EST,1.918719649,1.790478706,1.716897726,1.64458847,1.67455554,1.694471836,1.614245057,1.639288187,1.510085225,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,10.09,9.8,8.69,8.94,9.419,9.361,10.706,9.27,8.389,7.913,,,,,,,,,,,,,,,,,,
Australia,AUS,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,..,..,87.41666667,89.06333333,88.36416667,88.24166667,85.72791667,89.00458333,89.94625,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.7,13.2,12.2,13.1,12.4,12.5,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.836883,92.947333,93.074736,93.192146,93.234961,92.968392,94.398383,94.804253,93.468752,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,88.323313,88.182093,88.513384,88.702175,88.827328,88.147374,92.231287,92.926574,89.287141,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,621420.4289,622092.6414,600642.7642,647518.2719,642275.8577,613604.7013,571903.1199,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,47.4,47.6,47.6,47.5,47.4,47.4,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.078,6.055,5.711,5.592,5.3,5.159,6.456,5.116,3.728,3.668,,,,,,,,,,,,,,,,,,
Australia,AUS,Voice and Accountability: Estimate,VA.EST,1.361743808,1.355610847,1.353697181,1.377729177,1.393920898,1.269635201,1.298030496,1.358394265,1.319480419,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Australia,AUS,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7,99.7,99.7,99.8,99.7,99.8,99.7,99.5,100,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,68.12,..,..,70.04,..,..,..,84.04,..,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,44.76088903,40.80303277,41.3025717,41.80322317,42.33490294,41.90626721,..,..,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Air transport, passengers carried",IS.AIR.PSGR,100403628,102039359,94142377,96395709,102109977,102917546,45405756,61896523,..,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,Compensation of employees (current LCU),GC.XPN.COMP.CN,2.19028E+11,2.41372E+11,2.5176E+11,2.76958E+11,2.90565E+11,3.05357E+11,3.01641E+11,3.0999E+11,3.20344E+11,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,Control of Corruption: Estimate,CC.EST,-0.365745902,-0.457372844,-0.445450932,-0.559335768,-0.480606288,-0.40767929,-0.428935021,-0.498797685,-0.566063046,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,5.5,4.8,5.2,4.8,4.7,4.2,..,..,..,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,93.43430328,96.0512619,96.63198853,97.52236938,96.93305206,97.03069305,96.26844788,..,..,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.39644146,8.90929985,9.16901493,9.47124863,9.46475029,9.61449146,10.18235016,9.89072323,..,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,60.47086792,60.28671451,60.07103255,59.83288148,59.70842795,59.55852618,59.41747805,59.2705275,..,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,59.10753264,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Brazil,BRA,Gini index,SI.POV.GINI,52,51.9,53.4,53.3,53.9,53.5,48.9,52.9,52,..,,,,,,,,,,,,,,,,,,
